CPC3-code,CPC3-title,CPC3-title-ZH,ilcd_code,ilcd_category
6922,"Distribution of steam, hot water and air-conditioning supply through mains (on own account)",通过水管分配蒸汽、热水和空调供应（自用）,11.2,Use and consumption: Use of energy-using products
69220,"Distribution of steam, hot water and air-conditioning supply through mains (on own account)",通过水管分配蒸汽、热水和空调供应（自用）,11.2,Use and consumption: Use of energy-using products
6923,"Water distribution, except through mains (on own account)",配水，水管除外（自用）,9.5,Transport services: Other transport
69230,"Water distribution, except through mains (on own account)",配水，水管除外（自用）,9.5,Transport services: Other transport
7,Financial and related services; real estate services; and rental and leasing services,金融及有关服务；不动产服务；及出租和租赁服务,10,Other Services
71,Financial and related services,金融及相关服务,10.7,"Other Services: Financial, legal, and insurance"
711,"Financial services, except insurance services and pension services",金融服务，保险服务和养老金服务除外,10.7,"Other Services: Financial, legal, and insurance"
7111,Central banking services,中央银行服务,10.7,"Other Services: Financial, legal, and insurance"
71110,Central banking services,中央银行服务,10.7,"Other Services: Financial, legal, and insurance"
7112,Deposit services,存款服务,10.7,"Other Services: Financial, legal, and insurance"
71121,Deposit services to business and institutional depositors,为企业和机构存款人提供存款服务,10.7,"Other Services: Financial, legal, and insurance"
71122,Deposit services to other depositors,为其他储户提供存款服务,10.7,"Other Services: Financial, legal, and insurance"
7113,Non-business credit-granting services,非商业授信服务,10.7,"Other Services: Financial, legal, and insurance"
71131,Residential mortgage loan services,住宅抵押贷款服务,10.7,"Other Services: Financial, legal, and insurance"
71132,Non-residential mortgage loan services,非住宅抵押贷款服务,10.7,"Other Services: Financial, legal, and insurance"
71133,Personal non-mortgage loan services for non-business purposes,非商业用途的个人非抵押贷款服务,10.7,"Other Services: Financial, legal, and insurance"
71134,Credit card loan services,信用卡贷款服务,10.7,"Other Services: Financial, legal, and insurance"
71139,Other non-business credit-granting services,其他非经营性授信服务,10.7,"Other Services: Financial, legal, and insurance"
7115,Business credit granting services,企业授信服务,10.7,"Other Services: Financial, legal, and insurance"
71151,Loan services for business purposes,商业贷款服务,10.7,"Other Services: Financial, legal, and insurance"
71152,Financial leasing services,融资租赁服务,10.7,"Other Services: Financial, legal, and insurance"
71153,International trade financing activities,国际贸易融资活动,10.7,"Other Services: Financial, legal, and insurance"
71154,Securitisation activities,证券化活动,10.7,"Other Services: Financial, legal, and insurance"
71155,Factoring services,保理服务,10.7,"Other Services: Financial, legal, and insurance"
71159,Other business credit services,其他商业信贷服务,10.7,"Other Services: Financial, legal, and insurance"
7119,"Other financial services, except insurance services and pension services",其他金融服务，保险服务和养老金服务除外,10.7,"Other Services: Financial, legal, and insurance"
71190,"Other financial services, except insurance services and pension services",其他金融服务，保险服务和养老金服务除外,10.7,"Other Services: Financial, legal, and insurance"
713,"Insurance and pension services (excluding reinsurance services), except compulsory social security services",保险和养恤金服务（不包括再保险服务），强制性社会保障服务除外,10.7,"Other Services: Financial, legal, and insurance"
7131,Life insurance and pension services (excluding reinsurance services),人寿保险和养恤金服务（不包括再保险服务）,10.7,"Other Services: Financial, legal, and insurance"
71311,Life insurance services,人寿保险服务,10.7,"Other Services: Financial, legal, and insurance"
71312,Individual pension services,个人养老金服务,10.7,"Other Services: Financial, legal, and insurance"
71313,Group pension services,团体养恤金服务,10.7,"Other Services: Financial, legal, and insurance"
7132,Accident and health insurance services,事故和健康保险服务,10.7,"Other Services: Financial, legal, and insurance"
71321,Accidental death and dismemberment insurance services,意外死亡和伤残保险服务,10.7,"Other Services: Financial, legal, and insurance"
71322,Health insurance services,医疗保险服务,10.7,"Other Services: Financial, legal, and insurance"
7133,Other non-life insurance services (excluding reinsurance services),其他非人寿保险服务（不包括再保险服务）,10.7,"Other Services: Financial, legal, and insurance"
71331,Motor vehicle insurance services,机动车保险服务,10.7,"Other Services: Financial, legal, and insurance"
71332,"Marine, aviation, and other transport insurance services",海上、航空和其他运输保险服务,10.7,"Other Services: Financial, legal, and insurance"
71333,Freight insurance services,货运保险服务,10.7,"Other Services: Financial, legal, and insurance"
71334,Other property insurance services,其他财产保险服务,10.7,"Other Services: Financial, legal, and insurance"
71335,General liability insurance services,一般责任保险服务,10.7,"Other Services: Financial, legal, and insurance"
71336,Credit and surety insurance services,信贷和保证保险服务,10.7,"Other Services: Financial, legal, and insurance"
71337,Travel insurance services,旅行保险服务,10.7,"Other Services: Financial, legal, and insurance"
71339,Other non-life insurance services,其他非人寿保险服务,10.7,"Other Services: Financial, legal, and insurance"
714,Reinsurance services,再保险服务,10.7,"Other Services: Financial, legal, and insurance"
7141,Life reinsurance services,人寿再保险服务,10.7,"Other Services: Financial, legal, and insurance"
71410,Life reinsurance services,人寿再保险服务,10.7,"Other Services: Financial, legal, and insurance"
7142,Accident and health reinsurance services,事故和健康再保险服务,10.7,"Other Services: Financial, legal, and insurance"
71420,Accident and health reinsurance services,事故和健康再保险服务,10.7,"Other Services: Financial, legal, and insurance"
7143,Other non-life reinsurance services,其他非人寿再保险服务,10.7,"Other Services: Financial, legal, and insurance"
71431,Motor vehicle reinsurance services,机动车辆再保险服务,10.7,"Other Services: Financial, legal, and insurance"
71432,"Marine, aviation and other transport reinsurance services",海运、航空和其他运输再保险服务,10.7,"Other Services: Financial, legal, and insurance"
71433,Freight reinsurance services,货运再保险服务,10.7,"Other Services: Financial, legal, and insurance"
71434,Other property reinsurance services,其他财产再保险服务,10.7,"Other Services: Financial, legal, and insurance"
71435,General liability reinsurance services,一般责任再保险服务,10.7,"Other Services: Financial, legal, and insurance"
71436,Credit and surety reinsurance services,信用和担保再保险服务,10.7,"Other Services: Financial, legal, and insurance"
71439,"Other non-life reinsurance services, n.e.c.",其他非人寿再保险服务，未另分类,10.7,"Other Services: Financial, legal, and insurance"
715,Services auxiliary to financial services other than to insurance and pensions,保险和养老金以外的金融服务辅助服务,10.7,"Other Services: Financial, legal, and insurance"
7151,Services related to investment banking,有关投资银行业务的服务,10.7,"Other Services: Financial, legal, and insurance"
71511,Mergers and acquisition services,合并和收购服务,10.7,"Other Services: Financial, legal, and insurance"
71512,Corporate finance and venture capital services,公司财务和风险资本服务,10.7,"Other Services: Financial, legal, and insurance"
71519,Other services related to investment banking,其他投资银行业务服务,10.7,"Other Services: Financial, legal, and insurance"
7152,Brokerage and related securities and commodities services,经纪业和有关证券和商品服务,10.7,"Other Services: Financial, legal, and insurance"
71521,Securities brokerage services,证券经纪业服务,10.7,"Other Services: Financial, legal, and insurance"
71522,Commodity brokerage services,商品经纪业服务,10.7,"Other Services: Financial, legal, and insurance"
71523,Processing and clearing services of securities transactions,证券交易的处理和清算服务,10.7,"Other Services: Financial, legal, and insurance"
7153,Portfolio management services except pension funds,投资组合管理服务，养老基金除外,10.7,"Other Services: Financial, legal, and insurance"
71530,Portfolio management services except pension funds,投资组合管理服务，养老基金除外,10.7,"Other Services: Financial, legal, and insurance"
7154,Trust and custody services,信托和保管服务,10.7,"Other Services: Financial, legal, and insurance"
71541,Trust services,信托服务,10.7,"Other Services: Financial, legal, and insurance"
71542,Custody services,保管服务,10.7,"Other Services: Financial, legal, and insurance"
7155,Services related to the administration of financial markets,有关金融市场管理服务,10.7,"Other Services: Financial, legal, and insurance"
71551,Financial market operational services,金融市场经营性服务,10.7,"Other Services: Financial, legal, and insurance"
71552,Financial market regulatory services,金融市场监管服务,10.7,"Other Services: Financial, legal, and insurance"
71559,Other financial market administration services,其他金融市场管理服务,10.7,"Other Services: Financial, legal, and insurance"
7159,Other services auxiliary to financial services,金融服务的其他辅助服务,10.7,"Other Services: Financial, legal, and insurance"
71591,Financial consultancy services,金融咨询服务,10.7,"Other Services: Financial, legal, and insurance"
71592,Foreign exchange services,外汇服务,10.7,"Other Services: Financial, legal, and insurance"
71593,"Financial transactions processing and clearinghouse services, excluding mobile money operators and digital wallets",金融交易处理和清算所服务，不包括移动货币运营商和数字钱包,10.7,"Other Services: Financial, legal, and insurance"
71594,Services of mobile money operators and digital wallets utilizing financial information,利用金融信息的移动货币运营商和数字钱包服务,10.7,"Other Services: Financial, legal, and insurance"
71599,Other services auxiliary to financial services n.e.c.,其他金融辅助服务（未另说明,10.7,"Other Services: Financial, legal, and insurance"
716,Services auxiliary to insurance and pensions,保险和养恤金辅助服务,10.7,"Other Services: Financial, legal, and insurance"
7161,Insurance brokerage and agency services,保险经纪业和代理行服务,10.7,"Other Services: Financial, legal, and insurance"
71610,Insurance brokerage and agency services,保险经纪业和代理行服务,10.7,"Other Services: Financial, legal, and insurance"
7162,Insurance claims adjustment services,保险理赔理算服务,10.7,"Other Services: Financial, legal, and insurance"
71620,Insurance claims adjustment services,保险理赔理算服务,10.7,"Other Services: Financial, legal, and insurance"
7163,Actuarial services,精算服务,10.7,"Other Services: Financial, legal, and insurance"
71630,Actuarial services,精算服务,10.7,"Other Services: Financial, legal, and insurance"
7164,Pension fund management services,养老基金管理服务,10.7,"Other Services: Financial, legal, and insurance"
71640,Pension fund management services,养老基金管理服务,10.7,"Other Services: Financial, legal, and insurance"
7169,Other services auxiliary to insurance and pensions,其他保险和养恤金辅助服务,10.7,"Other Services: Financial, legal, and insurance"
71690,Other services auxiliary to insurance and pensions,其他保险和养恤金辅助服务,10.7,"Other Services: Financial, legal, and insurance"
717,Services of holding financial assets,持有金融资产的服务,10.7,"Other Services: Financial, legal, and insurance"
7170,Services of holding financial assets,持有金融资产的服务,10.7,"Other Services: Financial, legal, and insurance"
71701,Services of holding equity of subsidiary companies,持有子公司股权的服务,10.7,"Other Services: Financial, legal, and insurance"
71702,Services of holding securities and other assets of trusts and funds and similar financial entities,持有信托和基金及类似金融实体的证券和其他资产的服务,10.7,"Other Services: Financial, legal, and insurance"
72,Real estate services,不动产服务,10.14,Other Services: Renting
721,Real estate services involving own or leased property,有关自己的或租赁财产的不动产服务,10.14,Other Services: Renting
7211,Rental or leasing services involving own or leased property,涉及自有或租赁财产的出租或租赁服务,10.14,Other Services: Renting
72111,Rental or leasing services involving own or leased residential property,涉及自有或租赁住宅物业的出租或租赁服务,10.14,Other Services: Renting
72112,Rental or leasing services involving own or leased non-residential property,涉及自有或租赁非住宅物业的出租或租赁服务,10.14,Other Services: Renting
7212,Trade services of buildings,建筑贸易服务,10.5,Other Services: Sale and whole sale
72121,Trade services of residential buildings,住宅楼贸易服务,10.5,Other Services: Sale and whole sale
72122,Trade services of non-residential buildings,非住宅建筑的贸易服务,10.5,Other Services: Sale and whole sale
72123,Trade services of time-share properties,分时度假物业的贸易服务,10.14,Other Services: Renting
7213,Trade services of vacant and subdivided land,空地和小块土地的买卖服务,10.5,Other Services: Sale and whole sale
72130,Trade services of vacant and subdivided land,空地和小块土地的买卖服务,10.5,Other Services: Sale and whole sale
722,Real estate services on a fee or contract basis,在收费或合同基础上的不动产服务,10.8,Other Services: Administration and government
7221,Property management services on a fee or contract basis,在收费或合同基础上的财产管理服务,10.14,Other Services: Renting
72211,Residential property management services on a fee or contract basis except of time-share ownership properties,收费或合同制住宅物业管理服务，分时产权物业除外,10.14,Other Services: Renting
72212,Non-residential property management services on a fee or contract basis,在收费或合同基础上的非住宅财产管理服务,10.14,Other Services: Renting
72213,Time-share property management services on a fee or contract basis,收费或合同制分时物业管理服务,10.14,Other Services: Renting
7222,Building sales on a fee or contract basis,以收费或合同方式进行楼宇销售,10.5,Other Services: Sale and whole sale
72221,"Residential building sales on a fee or contract basis, except of time-share ownership properties",以收费或合同为基础的住宅楼销售，分时所有权物业除外,10.5,Other Services: Sale and whole sale
72222,Non-residential building sales on a fee or contract basis,以收费或合同为基础的非住宅建筑销售,10.5,Other Services: Sale and whole sale
72223,Sale of time-share properties on a fee or contract basis,以收费或合同方式出售分时度假物业,10.5,Other Services: Sale and whole sale
7223,Land sales on a fee or contract basis,以收费或合同方式出售土地,10.5,Other Services: Sale and whole sale
72230,Land sales on a fee or contract basis,以收费或合同方式出售土地,10.5,Other Services: Sale and whole sale
7224,Real estate appraisal services on a fee or contract basis,在收费或合同基础上的不动产评估服务,10.15,Other Services: Engineering and consulting
72240,Real estate appraisal services on a fee or contract basis,在收费或合同基础上的不动产评估服务,10.15,Other Services: Engineering and consulting
73,Leasing or rental services without operator,不配备技师的租赁或出租服务,10.14,Other Services: Renting
731,Leasing or rental services concerning machinery and equipment without operator,不配备技师的机械和设备的租赁或出租服务,10.14,Other Services: Renting
7311,Leasing or rental services concerning transport equipment without operator,不配备驾驶员的运输设备的租赁或出租服务,10.14,Other Services: Renting
73111,Leasing or rental services concerning cars and light vans without operator,不配备驾驶员的车辆和轻型厢式货车的租赁或出租服务,10.14,Other Services: Renting
73112,Leasing or rental services concerning goods transport motor vehicles without operator,不配备驾驶员的货运机动车辆的租赁或出租服务,10.14,Other Services: Renting
73113,Leasing or rental services concerning railroad vehicles without operator,不配备技师的铁路车辆的租赁或出租服务,10.14,Other Services: Renting
73114,Leasing or rental services concerning other land transport equipment without operator,不配备技师的其他陆运设备的租赁或出租服务,10.14,Other Services: Renting
73115,Leasing or rental services concerning vessels without operator,不配备技师的船只的租赁或出租服务,10.14,Other Services: Renting
73116,Leasing or rental services concerning aircraft without operator,不配备驾驶员的航空器的租赁或出租服务,10.14,Other Services: Renting
73117,Leasing or rental services concerning containers,集装箱租赁或出租服务,10.14,Other Services: Renting
7312,Leasing or rental services concerning other machinery and equipment without operator,不配备技师的其他机械和设备的租赁或出租服务,10.14,Other Services: Renting
73121,Leasing or rental services concerning agricultural machinery and equipment without operator,不配备技师的农业机械和设备的租赁或出租服务,10.14,Other Services: Renting
73122,Leasing or rental services concerning construction machinery and equipment without operator,不配备技师的建筑机械和设备的租赁或出租服务,10.14,Other Services: Renting
73123,Leasing or rental services concerning office machinery and equipment (except computers) without operator,无操作员的办公机械和设备（计算机除外）租赁或出租服务,10.14,Other Services: Renting
73124,Leasing or rental services concerning computers without operator,不配备技师的电脑的租赁或出租服务,10.14,Other Services: Renting
73125,Leasing or rental services concerning telecommunications equipment without operator,不配备技师的电信设备的租赁或出租服务,10.14,Other Services: Renting
73129,Leasing or rental services concerning other machinery and equipment without operator n.e.c.,不配备技师的其他未另列明的机械和设备的租赁或出租服务,10.14,Other Services: Renting
732,Leasing or rental services concerning other goods,其他货物的租赁或出租服务,10.14,Other Services: Renting
7321,"Leasing or rental services concerning televisions, radios, video cassette recorders and related equipment and accessories",电视机、收音机、录像机及有关设备和配件的租赁或出租服务,10.14,Other Services: Renting
73210,"Leasing or rental services concerning televisions, radios, video cassette recorders and related equipment and accessories",电视机、收音机、录像机及有关设备和配件的租赁或出租服务,10.14,Other Services: Renting
7322,Leasing or rental services concerning videotapes and disks,录像带和磁盘的租赁或出租服务,10.14,Other Services: Renting
73220,Leasing or rental services concerning videotapes and disks,录像带和磁盘的租赁或出租服务,10.14,Other Services: Renting
7323,Leasing or rental services concerning furniture and other household appliances,家具和其他家用电器的租赁或出租服务,10.14,Other Services: Renting
73230,Leasing or rental services concerning furniture and other household appliances,家具和其他家用电器的租赁或出租服务,10.14,Other Services: Renting
7324,Leasing or rental services concerning pleasure and leisure equipment,消遣和娱乐设备的租赁或出租服务,10.14,Other Services: Renting
73240,Leasing or rental services concerning pleasure and leisure equipment,消遣和娱乐设备的租赁或出租服务,10.14,Other Services: Renting
7325,Leasing or rental services concerning household linen,家用亚麻织品的租赁或出租服务,10.14,Other Services: Renting
73250,Leasing or rental services concerning household linen,家用亚麻织品的租赁或出租服务,10.14,Other Services: Renting
7326,"Leasing or rental services concerning textiles, clothing and footwear",纺织品、服装和鞋类的租赁或出租服务,10.14,Other Services: Renting
73260,"Leasing or rental services concerning textiles, clothing and footwear",纺织品、服装和鞋类的租赁或出租服务,10.14,Other Services: Renting
7327,Leasing or rental services concerning do-it-yourself machinery and equipment,自己动手使用的机械和设备的租赁或出租服务,10.14,Other Services: Renting
73270,Leasing or rental services concerning do-it-yourself machinery and equipment,自己动手使用的机械和设备的租赁或出租服务,10.14,Other Services: Renting
7329,Leasing or rental services concerning other goods n.e.c.,其他未另列明的物品的租赁或出租服务,10.14,Other Services: Renting
73290,Leasing or rental services concerning other goods n.e.c.,其他未另列明的物品的租赁或出租服务,10.14,Other Services: Renting
73291,"Intermediation services for rental and leasing of cars, motorhomes and trailers",汽车、房车和拖车租赁中介服务,10.14,Other Services: Renting
73292,Intermediation services for rental and leasing of other tangible goods and non-financial intangible assets,其他有形商品和非金融无形资产的租赁中介服务,10.14,Other Services: Renting
733,Licensing services for the right to use intellectual property and similar products,知识产权和类似产品使用权的许可服务,10.7,"Other Services: Financial, legal, and insurance"
7331,Licensing services for the right to use computer software and databases,计算机软件和数据库使用权的许可服务,10.6,Other Services: Communication and information services
73311,Licensing services for the right to use computer software,电脑软件使用权许可服务,10.6,Other Services: Communication and information services
73312,Licensing services for the right to use databases,数据库使用权许可服务,10.6,Other Services: Communication and information services
7332,"Licensing services for the right to use entertainment, literary or artistic originals",娱乐、文学或艺术原创作品使用权的许可服务,10.13,Other Services: Entertainment
73320,"Licensing services for the right to use entertainment, literary or artistic originals",娱乐、文学或艺术原创作品使用权的许可服务,10.13,Other Services: Entertainment
7333,Licensing services for the right to use R&D products,研发产品使用权许可服务,10.12,Other Services: Research and development
73330,Licensing services for the right to use R&D products,研发产品使用权许可服务,10.12,Other Services: Research and development
7334,Licensing services for the right to use trademarks and franchises,商标和特许权的使用权许可服务,10.7,"Other Services: Financial, legal, and insurance"
73340,Licensing services for the right to use trademarks and franchises,商标和特许权的使用权许可服务,10.7,"Other Services: Financial, legal, and insurance"
7335,Licensing services for the right to use mineral exploration and evaluation,矿产勘探和评估使用权的许可服务,10.16,Other Services: Other services
73350,Licensing services for the right to use mineral exploration and evaluation,矿产勘探和评估使用权的许可服务,10.8,Other Services: Administration and government
7339,Licensing services for the right to use other intellectual property products,其他知识产权产品使用权的许可服务,10.6,Other Services: Communication and information services
73390,Licensing services for the right to use other intellectual property products,其他知识产权产品使用权的许可服务,10.7,"Other Services: Financial, legal, and insurance"
8,Business and production services,商业和生产服务,10,Other Services
81,Research and development services,研发服务,10.12,Other Services: Research and development
811,"Research and development services in natural sciences, engineering and technology",自然科学、工程和技术领域的研发服务,10.12,Other Services: Research and development
8111,Research and development services in natural sciences ,自然科学研究与开发服务,10.12,Other Services: Research and development
81111,Research and development services in biological sciences,生物科学研究与开发服务,10.12,Other Services: Research and development
81112,Research and development services in chemical sciences,化学科学研发服务,10.12,Other Services: Research and development
81113,Research and development services in computer and information services,计算机和信息服务的研究和开发服务,10.12,Other Services: Research and development
81114,Research and development services in earth and environmental sciences,地球与环境科学的研究与开发服务,10.12,Other Services: Research and development
81115,Reesarch and development services in mathematics,数学研究与发展服务,10.12,Other Services: Research and development
81116,Research and development services in physical sciences,物理科学研究与开发服务,10.12,Other Services: Research and development
81119,Research and development services in other natural sciences,其他自然科学领域的研究与开发服务,10.12,Other Services: Research and development
8112,Research and development services in engineering,工程研发服务,10.12,Other Services: Research and development
81121,Research and development services in civil engineering,土木工程研发服务,10.12,Other Services: Research and development
81122,Research and development services in chemical engineering,化学工程研发服务,10.12,Other Services: Research and development
81123,Research and development services in electrical engineering,电气工程研发服务,10.12,Other Services: Research and development
81124,Research and development services in electronic engineering,电子工程研发服务,10.12,Other Services: Research and development
81125,Research and development services in environmental engineering,环境工程研发服务,10.12,Other Services: Research and development
81126,Research and development services in materials engineering,材料工程研发服务,10.12,Other Services: Research and development
81127,Research and development services in mechanical engineering,机械工程研发服务,10.12,Other Services: Research and development
81128,Research and development services in medical engineering,医学工程研发服务,10.12,Other Services: Research and development
81129,Research and development services in other engineering,其他工程领域的研发服务,10.12,Other Services: Research and development
8113,Research and development services in technology,技术研发服务,10.12,Other Services: Research and development
81131,Research and development services in environmental biotechnology,环境生物技术研发服务,10.12,Other Services: Research and development
81132,Research and development services in industrial biotechnology,工业生物技术研发服务,10.12,Other Services: Research and development
81133,Research and development services in development services in nanotechnology,纳米技术开发服务中的研发服务,10.12,Other Services: Research and development
81139,Research and development services in other technology,其他技术研发服务,10.12,Other Services: Research and development
8114,Research and development services in medical and health sciences,医疗卫生科学的研究与开发服务,10.12,Other Services: Research and development
81141,Research and development services in basic medicine,基础医学研发服务,10.12,Other Services: Research and development
81142,Research and development services in clinical medicine,临床医学研发服务,10.12,Other Services: Research and development
81143,Research and development services in health sciences,健康科学的研究与开发服务,10.12,Other Services: Research and development
81144,Research and development services in medical biotechnology,医疗生物技术研发服务,10.12,Other Services: Research and development
81149,Research and development services in other medical and health sciences,其他医学和健康科学的研究和开发服务,10.12,Other Services: Research and development
8115,Research and development services in agricultural and veterinary sciences,农业和兽医科学的研发服务,10.12,Other Services: Research and development
81151,Research and develoment services in agricultural biotechnology,农业生物技术研发服务,10.12,Other Services: Research and development
81152,"Research and development services in agricultural, fisheries and forestry sciences",农业、渔业和林业科学的研究和开发服务,10.12,Other Services: Research and development
81153,Research and development services in animal and dairy sciences,动物和乳制品科学的研发服务,10.12,Other Services: Research and development
81154,Research and development services in veterinary sciences,兽医科学研发服务,10.12,Other Services: Research and development
81159,Research and development services in other agricultural and veterinary sciences,其他农业和兽医科学的研究和开发服务,10.12,Other Services: Research and development
812,Research and experimental development services in social sciences and humanities,社会科学和人文科学的研究和实验开发服务,10.12,Other Services: Research and development
8121,Research and development services in social sciences,社会科学研究与发展服务,10.12,Other Services: Research and development
81211,Research and development services in economics and business,经济与商业领域的研究与开发服务,10.12,Other Services: Research and development
81212,Research and development services in education,教育研发服务,10.12,Other Services: Research and development
81213,Basic research services in law,法律基础研究服务,10.12,Other Services: Research and development
81214,Research and development services in media and communications,媒体和通信领域的研发服务,10.12,Other Services: Research and development
81215,Research and development services in political sciences,政治学研究与发展服务,10.12,Other Services: Research and development
81216,Research and development services psychology and cognitive sciences,研发服务心理学和认知科学,10.12,Other Services: Research and development
81217,Research and development services in social and economic geography,社会和经济地理学研究与发展服务,10.12,Other Services: Research and development
81218,Research and development services in sociology,社会学研究与发展服务,10.12,Other Services: Research and development
81219,Research and development services in other social sciences,其他社会科学领域的研究与开发服务,10.12,Other Services: Research and development
8122,Research and development services in humanities and the arts,人文艺术研究与发展服务,10.12,Other Services: Research and development
81221,"Research and development services in arts (arts, history of arts, performing arts, music)",艺术研发服务（艺术、艺术史、表演艺术、音乐）,10.12,Other Services: Research and development
81222,Research and development services in history and archaeology,历史和考古研究与开发服务,10.12,Other Services: Research and development
81223,Research and development services in languages and literature,语言和文学研究与开发服务,10.12,Other Services: Research and development
81224,"Research and development services in philosophy, ethics and religion",哲学、伦理学和宗教研究与发展服务,10.12,Other Services: Research and development
81229,Research and development services in other humanities,其他人文学科的研究与开发服务,10.12,Other Services: Research and development
813,Interdisciplinary research and development services,跨学科研究与开发服务,10.12,Other Services: Research and development
8130,Interdisciplinary research and development services,跨学科研究与开发服务,10.12,Other Services: Research and development
81300,Interdisciplinary research and development services,跨学科研究与开发服务,10.12,Other Services: Research and development
814,Research and development originals,研发原件,10.12,Other Services: Research and development
8140,Research and development originals,研发原件,10.12,Other Services: Research and development
81400,Research and development originals,研发原件,10.12,Other Services: Research and development
82,Legal and accounting services,法律和会计服务,10.7,"Other Services: Financial, legal, and insurance"
821,Legal services,法律服务,10.7,"Other Services: Financial, legal, and insurance"
8211,Legal advisory and representation services concerning criminal law,刑法的法律咨询和法定代理服务,10.7,"Other Services: Financial, legal, and insurance"
82110,Legal advisory and representation services concerning criminal law,刑法的法律咨询和法定代理服务,10.7,"Other Services: Financial, legal, and insurance"
8212,Legal advisory and representation services concerning other fields of law,有关其他法律领域的法律咨询和代理服务,10.7,"Other Services: Financial, legal, and insurance"
82120,Legal advisory and representation services concerning other fields of law,有关其他法律领域的法律咨询和代理服务,10.7,"Other Services: Financial, legal, and insurance"
8213,Legal documentation and certification services,法律文件和证明服务,10.7,"Other Services: Financial, legal, and insurance"
82130,Legal documentation and certification services,法律文件和证明服务,10.7,"Other Services: Financial, legal, and insurance"
8219,Other legal services,其他法律服务,10.7,"Other Services: Financial, legal, and insurance"
82191,Arbitration and conciliation services,仲裁和调解服务,10.7,"Other Services: Financial, legal, and insurance"
82199,Other legal services n.e.c.,其他未另列明的法律服务,10.7,"Other Services: Financial, legal, and insurance"
822,"Accounting, auditing and bookkeeping services",会计、审计和簿记服务,10.7,"Other Services: Financial, legal, and insurance"
8221,Financial auditing services,财务审计服务,10.7,"Other Services: Financial, legal, and insurance"
82210,Financial auditing services,财务审计服务,10.7,"Other Services: Financial, legal, and insurance"
8222,Accounting and bookkeeping services,会计和簿记服务,10.7,"Other Services: Financial, legal, and insurance"
82221,Accounting services,会计服务,10.7,"Other Services: Financial, legal, and insurance"
82222,Bookkeeping services,簿记服务,10.7,"Other Services: Financial, legal, and insurance"
82223,Payroll services,薪资服务,10.7,"Other Services: Financial, legal, and insurance"
823,Tax consultancy and preparation services,税务咨询和准备服务,10.7,"Other Services: Financial, legal, and insurance"
8231,Corporate tax consulting and preparation services,企业税务咨询和准备服务,10.7,"Other Services: Financial, legal, and insurance"
82310,Corporate tax consulting and preparation services,企业税务咨询和准备服务,10.7,"Other Services: Financial, legal, and insurance"
8232,Individual tax preparation and planning services,个人税的编制和规划服务,10.7,"Other Services: Financial, legal, and insurance"
82320,Individual tax preparation and planning services,个人税的编制和规划服务,10.7,"Other Services: Financial, legal, and insurance"
824,Insolvency and receivership services,破产和破产产业的接管服务,10.7,"Other Services: Financial, legal, and insurance"
8240,Insolvency and receivership services,破产和破产产业的接管服务,10.7,"Other Services: Financial, legal, and insurance"
82400,Insolvency and receivership services,破产和破产产业的接管服务,10.7,"Other Services: Financial, legal, and insurance"
83,"Professional, technical and business services (except research, development, legal and accounting services)",专业、技术和商业服务（研究、开发、法律和会计服务除外）,10.15,Other Services: Engineering and consulting
831,Management consulting and management services; information technology services,管理咨询和管理服务；信息技术服务,10.15,Other Services: Engineering and consulting
8311,Management consulting and management services,管理咨询和管理服务,10.15,Other Services: Engineering and consulting
83111,Strategic management consulting services,战略管理咨询服务,10.15,Other Services: Engineering and consulting
83112,Financial management consulting services,财务管理咨询服务,10.7,"Other Services: Financial, legal, and insurance"
83113,Human resources management consulting services,人力资源管理咨询服务,10.15,Other Services: Engineering and consulting
83114,Marketing management consulting services,营销管理咨询服务,10.15,Other Services: Engineering and consulting
83115,Operations management consulting services,业务管理咨询服务,10.15,Other Services: Engineering and consulting
83116,Supply chain and other management consulting services,供应链和其他管理咨询服务,10.15,Other Services: Engineering and consulting
83117,Business process management services,业务流程管理服务,10.8,Other Services: Administration and government
83118,Head office services,总部服务,10.8,Other Services: Administration and government
8312,Business consulting services,商业咨询服务,10.15,Other Services: Engineering and consulting
83121,Public relations services,公共关系服务,10.6,Other Services: Communication and information services
83129,Other business consulting services,其他商业咨询服务,10.15,Other Services: Engineering and consulting
8313,Information technology (IT) consulting and support services,信息技术（IT）咨询和支持服务,10.6,Other Services: Communication and information services
83131,IT consulting services,信息技术咨询服务,10.6,Other Services: Communication and information services
83132,IT support services,IT 支持服务,10.6,Other Services: Communication and information services
8314,Information technology (IT) design and development services,信息技术（IT）设计和开发服务,10.6,Other Services: Communication and information services
83141,IT design and development services for applications,应用程序的 IT 设计和开发服务,10.6,Other Services: Communication and information services
83142,IT design and development services for networks and systems,网络和系统的 IT 设计与开发服务,10.6,Other Services: Communication and information services
83143,Software originals,软件原件,10.6,Other Services: Communication and information services
8315,Hosting and information technology (IT) infrastructure provisioning services,托管和信息技术（IT）基础设施供应服务,10.6,Other Services: Communication and information services
83151,Website hosting services,网站托管服务,10.6,Other Services: Communication and information services
83152,Application service provisioning,应用服务供应,10.6,Other Services: Communication and information services
83159,Other hosting and IT infrastructure provisioning services,其他托管和 IT 基础设施供应服务,10.6,Other Services: Communication and information services
8316,IT infrastructure and network management services,IT 基础设施和网络管理服务,10.6,Other Services: Communication and information services
83161,Network management services,网络管理服务,10.6,Other Services: Communication and information services
